customer_id,first_name,last_name,gender,date_of_birth,address_state,city,employment_title,employment_length,home_ownership,annual_income,credit_score,signup_date
CUST0000063,Charles,Young,M,1988-05-11,FL,Orlando,Retired,1 year,RENT,50700.0,749,2025-11-22
CUST0000064,Lucas,Nguyen,M,1994-10-26,IL,IL City,Store Manager,3 years,RENT,58800.0,611,2016-12-07
CUST0000065,Christopher,Scott,M,2000-02-07,FL,Orlando,Real Estate Agent,10+ years,RENT,26600.0,670,2021-12-10
CUST0000066,Thomas,Green,F,1981-12-14,MN,MN Falls,Warehouse Associate,5 years,RENT,66100.0,739,2023-01-09
CUST0000067,Mia,Davis,M,1976-10-09,GA,GA Town,Paralegal,< 1 year,RENT,73500.0,672,2019-07-07
CUST0000068,Charles,Garcia,F,1988-01-24,MI,MI Falls,Software Engineer,< 1 year,MORTGAGE,20000.0,585,2020-09-19
CUST0000069,Patricia,Anderson,M,1981-05-04,WI,WI Heights,Warehouse Associate,< 1 year,MORTGAGE,38300.0,633,2019-03-05
CUST0000070,Lisa,Wilson,F,1976-12-25,FL,Jacksonville,Sales Associate,10+ years,RENT,41200.0,753,2018-04-22
CUST0000071,Aiden,Harris,M,1990-12-02,GA,GA Park,Truck Driver,5 years,OWN,63700.0,676,2023-01-27
CUST0000072,Elizabeth,Miller,F,1960-10-11,FL,Orlando,Project Manager,7 years,RENT,89900.0,723,2024-04-06
CUST0000073,Lisa,Clark,F,1961-05-21,VA,VA Falls,Police Officer,10+ years,RENT,22400.0,617,2021-12-05
CUST0000074,Michael,Davis,F,1980-10-25,WI,WI Town,Warehouse Associate,9 years,OWN,44700.0,789,2015-11-19
CUST0000075,Aisha,Torres,F,1981-06-18,CA,Los Angeles,Financial Analyst,8 years,RENT,46100.0,648,2017-02-06
CUST0000076,Lisa,Hill,M,1960-07-07,NY,Rochester,HR Specialist,10+ years,RENT,70300.0,751,2015-10-04
CUST0000077,Thomas,Reyes,M,1992-07-22,NC,NC Springs,Warehouse Associate,9 years,RENT,62000.0,729,2015-12-15
CUST0000078,Barbara,Hernandez,F,1989-07-23,CA,Los Angeles,Operations Manager,6 years,MORTGAGE,42600.0,577,2025-06-02
CUST0000079,Mark,Jones,F,1956-05-25,SC,SC Ville,Accountant,10+ years,RENT,34600.0,643,2020-06-01
CUST0000080,Fatima,Jackson,F,1963-03-21,TX,Dallas,Project Manager,6 years,RENT,45400.0,638,2023-07-20
CUST0000081,Isabella,Torres,M,1980-11-05,CA,Sacramento,Chef,10+ years,MORTGAGE,21800.0,677,2015-08-10
CUST0000082,Nancy,Perez,F,1996-03-10,NY,Albany,Self-Employed,3 years,RENT,103400.0,632,2021-03-05
CUST0000083,David,Hernandez,F,2003-10-07,SC,SC Town,Self-Employed,10+ years,MORTGAGE,78700.0,723,2023-10-22
CUST0000084,Ava,Brown,M,1964-11-26,MD,MD Ville,Mechanic,4 years,MORTGAGE,80600.0,600,2025-08-05
CUST0000085,Wei,Rodriguez,F,1999-04-01,WA,WA Town,Customer Service Rep,4 years,RENT,37500.0,626,2015-08-21
CUST0000086,Kenji,Patel,F,1972-07-06,AR,AR Springs,Software Engineer,10+ years,RENT,26700.0,783,2019-05-24
CUST0000087,John,Adams,M,1993-11-18,CA,San Diego,Operations Manager,9 years,MORTGAGE,52500.0,658,2025-11-25
CUST0000088,Jessica,Baker,M,2000-07-12,FL,Miami,Accountant,9 years,MORTGAGE,119200.0,769,2016-06-17
CUST0000089,Chen,Sanchez,F,1969-06-08,NY,New York,Consultant,3 years,MORTGAGE,119700.0,701,2015-09-06
CUST0000090,Ava,Smith,F,1982-10-14,NM,NM Park,Warehouse Associate,10+ years,RENT,87400.0,630,2019-12-12
CUST0000091,Nancy,King,F,1959-09-06,NC,NC City,Truck Driver,3 years,MORTGAGE,52500.0,675,2023-10-11
CUST0000092,Noah,Robinson,F,1959-01-09,FL,Jacksonville,Bank Teller,10+ years,RENT,28400.0,690,2025-06-07
CUST0000093,Sophia,Young,M,1991-10-20,CA,Los Angeles,Data Analyst,7 years,RENT,42800.0,589,2018-01-26
CUST0000094,Karen,Robinson,F,1994-08-12,GA,GA Park,Real Estate Agent,2 years,MORTGAGE,22600.0,701,2023-02-22
CUST0000095,Emma,Gonzalez,F,1959-11-01,WA,WA Park,Bank Teller,< 1 year,RENT,28500.0,684,2017-03-04
CUST0000096,Joseph,Young,F,1975-07-24,WA,WA Ville,Police Officer,10+ years,OWN,139300.0,670,2019-02-23
CUST0000097,Barbara,Diaz,F,1963-10-23,CT,CT Ville,Consultant,5 years,MORTGAGE,68900.0,748,2024-08-18
CUST0000098,Aisha,Gonzalez,M,1999-08-20,TX,Fort Worth,Customer Service Rep,1 year,RENT,70900.0,714,2022-01-12
CUST0000099,Wei,Gonzalez,F,1987-05-18,CA,San Francisco,Paralegal,1 year,MORTGAGE,78200.0,842,2018-03-17
CUST0000100,Michael,Rodriguez,F,1962-08-23,GA,GA Ville,Project Manager,8 years,RENT,32000.0,736,2023-07-10
CUST0000101,Ava,Young,F,1998-07-05,KS,KS City,Plumber,8 years,MORTGAGE,34700.0,745,2018-10-13
CUST0000102,Elizabeth,Jones,F,1965-09-17,AL,AL City,Administrative Assistant,10+ years,MORTGAGE,42200.0,655,2021-08-14
CUST0000103,Noah,Walker,M,1978-04-17,IL,IL Heights,Accountant,10+ years,MORTGAGE,24700.0,718,2020-02-20
CUST0000104,James,Torres,F,2005-11-13,UT,UT Springs,Plumber,5 years,MORTGAGE,39400.0,796,2021-07-19
CUST0000105,Aiden,Anderson,F,1962-10-07,TX,San Antonio,Data Analyst,10+ years,RENT,24200.0,653,2019-12-27
CUST0000106,Aiden,Harris,M,2005-04-16,CA,San Diego,Self-Employed,10+ years,RENT,49700.0,648,2025-08-12
CUST0000107,Aiden,Gonzalez,M,1996-09-02,NJ,NJ Park,Manager,10+ years,RENT,25500.0,692,2020-09-09
CUST0000108,Fatima,Walker,F,2003-07-08,SC,SC City,Mechanic,10+ years,MORTGAGE,57900.0,755,2017-03-02
CUST0000109,Lisa,Martinez,M,2003-11-25,NM,NM Ville,Consultant,6 years,RENT,37700.0,791,2020-07-26
CUST0000110,Kenji,Ramirez,M,1980-06-05,FL,Tallahassee,Store Manager,1 year,MORTGAGE,50700.0,705,2023-02-26
CUST0000111,Susan,Lewis,F,1998-07-09,GA,GA City,Nurse Practitioner,10+ years,RENT,62500.0,615,2019-12-06
CUST0000112,Aiden,Allen,F,1955-03-17,TX,Austin,Project Manager,10+ years,RENT,47700.0,734,2025-05-24
CUST0000113,Margaret,Chen,M,1954-12-07,CA,San Jose,Truck Driver,2 years,MORTGAGE,23400.0,727,2024-09-16
CUST0000114,Daniel,Scott,F,1965-07-22,TX,Houston,Dental Hygienist,1 year,RENT,67600.0,604,2015-12-18
CUST0000115,Betty,Wilson,M,1979-02-26,ID,ID Springs,Warehouse Associate,7 years,OWN,52900.0,702,2025-08-14
CUST0000116,Mark,Hernandez,M,1974-09-27,CA,Los Angeles,Electrician,< 1 year,RENT,131500.0,566,2017-06-21
CUST0000117,Mary,Perez,M,1965-05-19,FL,Jacksonville,Real Estate Agent,4 years,RENT,37600.0,711,2021-07-06
CUST0000118,Michael,Wright,F,1968-02-21,OH,OH Springs,Operations Manager,10+ years,MORTGAGE,49100.0,693,2018-10-17
CUST0000119,Richard,Martin,M,2001-05-22,TX,Dallas,Plumber,1 year,OTHER,118900.0,675,2022-07-13
CUST0000120,Jennifer,Wilson,M,2003-01-07,AR,AR Town,Real Estate Agent,10+ years,MORTGAGE,30700.0,814,2015-12-16
CUST0000121,Nancy,Wright,F,2001-10-07,WI,WI Ville,Truck Driver,4 years,RENT,79600.0,759,2022-08-09
CUST0000122,Fatima,Johnson,M,1967-11-25,OH,OH Springs,Administrative Assistant,7 years,MORTGAGE,49200.0,652,2023-06-22
CUST0000123,Carlos,Adams,F,1958-01-01,CA,San Jose,Financial Analyst,10+ years,OWN,90800.0,806,2020-05-06
CUST0000124,Lisa,Green,F,1970-11-26,TN,TN City,HR Specialist,8 years,MORTGAGE,83200.0,573,2019-06-07
CUST0000125,Sophia,Jones,M,1954-12-25,CA,Sacramento,Manager,10+ years,RENT,25500.0,718,2021-06-05
CUST0000126,Mark,Nguyen,F,2000-12-09,IL,IL Town,Retired,10+ years,RENT,31400.0,496,2025-03-12
CUST0000127,Patricia,Ramirez,F,2002-03-14,FL,Miami,Self-Employed,1 year,RENT,75800.0,679,2024-06-17
CUST0000128,Chen,Nguyen,F,1954-05-05,IN,IN Park,Project Manager,10+ years,MORTGAGE,21200.0,685,2021-05-04
CUST0000129,Mark,Hill,F,1978-04-21,TX,San Antonio,Retired,3 years,RENT,99700.0,799,2021-01-26
CUST0000130,Wei,Jackson,F,1989-12-19,IA,IA City,Software Engineer,10+ years,MORTGAGE,22900.0,660,2025-03-02
CUST0000131,Mark,Green,M,1966-05-23,GA,GA Heights,Mechanic,3 years,RENT,38200.0,723,2017-05-01
CUST0000132,Margaret,Hill,M,1958-10-19,PA,PA Falls,Chef,4 years,OTHER,90100.0,758,2021-01-06
CUST0000133,John,Wright,M,1957-10-10,TX,Houston,Nurse Practitioner,8 years,MORTGAGE,17400.0,694,2019-10-19
CUST0000134,Margaret,Anderson,F,1959-08-21,LA,LA Springs,Consultant,< 1 year,MORTGAGE,57500.0,731,2023-06-18
CUST0000135,Aiden,Lopez,F,1966-10-14,NC,NC Town,Customer Service Rep,1 year,OWN,57300.0,599,2022-07-15
CUST0000136,Jessica,Anderson,F,1992-07-01,OH,OH Park,Bank Teller,5 years,MORTGAGE,22400.0,767,2023-04-08
CUST0000137,Priya,Thomas,F,1966-02-04,TX,Houston,Truck Driver,10+ years,OWN,172800.0,693,2015-08-23
CUST0000138,Mary,Jackson,M,2002-08-20,WA,WA Ville,Electrician,10+ years,MORTGAGE,47600.0,618,2019-06-04
CUST0000139,Sarah,Hill,F,1982-03-18,MI,MI Town,Warehouse Associate,8 years,OWN,21100.0,723,2017-03-03
CUST0000140,Nancy,Torres,M,1995-08-01,SC,SC Heights,Police Officer,10+ years,MORTGAGE,37300.0,650,2025-12-09
CUST0000141,Amara,Taylor,F,1997-06-27,MA,MA Heights,Store Manager,5 years,MORTGAGE,48400.0,691,2022-07-02
CUST0000142,William,Gonzalez,F,1988-02-22,IA,IA Heights,Retired,8 years,RENT,105600.0,654,2015-11-21
CUST0000143,Susan,Torres,F,2001-10-19,FL,Jacksonville,HR Specialist,10+ years,RENT,33700.0,805,2017-04-21
CUST0000144,Christopher,Brown,M,2003-09-20,CA,San Jose,Data Analyst,2 years,RENT,17300.0,544,2016-02-05
CUST0000145,Amara,Lewis,M,1967-05-07,CA,Sacramento,Project Manager,10+ years,RENT,102200.0,850,2024-09-08
CUST0000146,Sophia,Gonzalez,M,1957-12-24,MN,MN Falls,Paralegal,1 year,MORTGAGE,83700.0,677,2021-08-19
CUST0000147,Mary,Robinson,F,1986-09-27,TX,Houston,Warehouse Associate,10+ years,RENT,37200.0,789,2025-09-02
CUST0000148,Barbara,Thompson,M,2002-06-08,OH,OH Springs,Paralegal,< 1 year,MORTGAGE,34800.0,703,2016-08-23
CUST0000149,Ava,Brown,F,1981-02-16,CT,CT Heights,Real Estate Agent,5 years,RENT,41000.0,694,2023-03-15
CUST0000150,Robert,Thomas,M,1982-09-16,AL,AL Town,Mechanic,10+ years,MORTGAGE,80500.0,728,2015-10-23
CUST0000151,Sophia,Sanchez,M,1983-05-25,KY,KY Park,Financial Analyst,10+ years,RENT,68800.0,708,2021-11-06
CUST0000152,Joseph,Scott,F,1975-11-13,PA,PA Park,Consultant,1 year,MORTGAGE,69500.0,700,2022-12-06
CUST0000153,Mia,Khan,M,1986-12-02,GA,GA Falls,Mechanic,6 years,OWN,93400.0,783,2025-12-04
CUST0000154,Joseph,Brown,F,1961-04-09,UT,UT Town,Software Engineer,4 years,RENT,105500.0,820,2022-11-14
CUST0000155,Nancy,Wright,M,1981-07-13,VA,VA Ville,Truck Driver,3 years,MORTGAGE,42500.0,770,2022-01-12
CUST0000156,Fatima,Allen,F,1984-08-07,NY,Syracuse,HR Specialist,1 year,MORTGAGE,134300.0,611,2022-01-17
CUST0000157,Michael,Smith,M,1974-09-03,SC,SC Falls,Nurse Practitioner,9 years,MORTGAGE,25300.0,728,2020-11-24
CUST0000158,Margaret,Thomas,F,1963-04-15,CA,Sacramento,Nurse Practitioner,1 year,MORTGAGE,43100.0,739,2021-04-05
CUST0000159,Betty,Miller,M,1963-06-19,NC,NC Ville,Nurse Practitioner,5 years,RENT,28400.0,611,2018-04-22
CUST0000160,Aiden,Martinez,F,1961-05-09,TX,Dallas,Registered Nurse,2 years,OWN,34100.0,679,2022-06-02
CUST0000161,Amara,Taylor,M,1990-07-18,CA,Los Angeles,Chef,1 year,MORTGAGE,26000.0,572,2015-10-23
CUST0000162,Fatima,Lopez,F,1991-06-09,IL,IL City,Police Officer,5 years,MORTGAGE,50200.0,732,2023-12-15
CUST0000163,Christopher,Walker,M,1962-04-04,VA,VA Ville,Accountant,4 years,RENT,54000.0,718,2015-06-02
CUST0000164,Christopher,Martinez,F,1969-11-23,NY,Rochester,Chef,4 years,MORTGAGE,19700.0,604,2022-04-08
CUST0000165,Christopher,Davis,M,1959-06-02,CA,San Jose,Financial Analyst,10+ years,RENT,45100.0,707,2024-06-25
CUST0000166,Noah,Patel,F,1963-04-06,AZ,AZ Town,Warehouse Associate,10+ years,MORTGAGE,60400.0,709,2015-04-26
CUST0000167,Thomas,Clark,F,1969-06-14,AZ,AZ Springs,Mechanic,1 year,OWN,40200.0,679,2020-11-14
CUST0000168,David,Anderson,F,1980-11-13,AZ,AZ Heights,HR Specialist,3 years,MORTGAGE,16800.0,717,2018-05-18
CUST0000169,Thomas,Adams,F,1993-04-09,PA,PA Park,Sales Associate,< 1 year,RENT,65200.0,711,2020-09-06
CUST0000170,Mary,Green,M,1982-11-01,TX,San Antonio,Plumber,1 year,MORTGAGE,38800.0,681,2015-01-19
CUST0000171,Jennifer,Smith,F,1956-07-16,CA,San Jose,HR Specialist,10+ years,RENT,51600.0,655,2018-08-14
CUST0000172,John,Anderson,M,1965-08-23,NC,NC Town,Self-Employed,4 years,MORTGAGE,30300.0,638,2015-02-17
CUST0000173,Chen,Clark,F,1955-06-07,IL,IL Ville,Warehouse Associate,8 years,RENT,50300.0,686,2019-10-16
CUST0000174,Olga,Smith,M,1989-10-13,AZ,AZ Town,Police Officer,7 years,RENT,48600.0,761,2025-06-08
CUST0000175,Aisha,King,F,1973-05-12,FL,Miami,Nurse Practitioner,< 1 year,RENT,67100.0,701,2015-06-05
CUST0000176,Lisa,Smith,F,1990-03-05,WV,WV Heights,Teacher,10+ years,RENT,18800.0,628,2024-04-27
CUST0000177,Kenji,Morgan,M,1959-07-01,LA,LA Ville,Data Analyst,6 years,MORTGAGE,30300.0,587,2022-02-01
CUST0000178,David,Jackson,M,1978-02-03,IL,IL City,Teacher,10+ years,MORTGAGE,42100.0,718,2023-09-02
CUST0000179,Mia,Clark,F,1981-08-20,UT,UT Falls,Manager,< 1 year,RENT,36200.0,696,2021-07-05
CUST0000180,Betty,Baker,F,1964-02-14,FL,Orlando,Manager,3 years,RENT,35400.0,821,2017-12-06
CUST0000181,Ethan,Ramirez,M,2002-06-20,MD,MD Park,HR Specialist,1 year,RENT,112600.0,735,2021-11-23
CUST0000182,Linda,Robinson,M,1990-10-27,NY,Albany,Customer Service Rep,3 years,RENT,14100.0,744,2024-10-26
CUST0000183,Matthew,Diaz,F,1989-04-03,GA,GA City,Bank Teller,10+ years,RENT,108000.0,828,2024-05-26
CUST0000184,Aisha,King,F,1960-10-21,MO,MO City,Sales Associate,< 1 year,OWN,51500.0,710,2019-12-06
CUST0000185,Matthew,Lee,F,1993-01-16,FL,Tampa,Sales Associate,9 years,MORTGAGE,62900.0,734,2021-04-21
CUST0000186,Daniel,Lee,M,1973-08-03,NY,New York,Retired,2 years,OTHER,33800.0,682,2019-06-06
CUST0000187,David,Allen,F,1965-06-02,TX,Fort Worth,Electrician,10+ years,MORTGAGE,97500.0,725,2022-06-18
CUST0000188,Karen,Wilson,F,2000-05-18,CA,Sacramento,Paralegal,7 years,OWN,34200.0,665,2015-07-12
CUST0000189,Barbara,Smith,F,2000-12-27,TX,San Antonio,Truck Driver,4 years,RENT,35700.0,744,2016-12-08
CUST0000190,Jessica,Allen,F,1974-08-06,IL,IL City,Chef,< 1 year,RENT,61100.0,732,2021-12-07
CUST0000191,Aisha,King,M,2000-04-27,TX,Austin,Plumber,10+ years,RENT,52400.0,768,2016-12-24
CUST0000192,Wei,Lewis,M,1994-06-24,NC,NC City,Software Engineer,10+ years,RENT,193500.0,722,2015-06-25
CUST0000193,Priya,Thomas,M,1985-05-18,NY,New York,Retired,4 years,MORTGAGE,57600.0,764,2015-02-05
CUST0000194,Charles,Johnson,F,1980-09-09,NJ,NJ Heights,Retired,4 years,MORTGAGE,40700.0,679,2020-11-17
CUST0000195,Isabella,Martinez,F,1990-02-09,OK,OK Ville,Plumber,4 years,OWN,46300.0,763,2019-08-18
CUST0000196,John,Ramirez,M,2003-12-10,KY,KY City,Manager,8 years,RENT,44800.0,672,2025-04-11
CUST0000197,Sarah,Johnson,M,1983-08-01,NC,NC Ville,Sales Associate,10+ years,MORTGAGE,60000.0,727,2017-11-22
CUST0000198,Jennifer,Young,F,1985-11-03,PA,PA Town,Software Engineer,< 1 year,OWN,44900.0,671,2022-03-05
CUST0000199,Thomas,Martinez,F,1990-06-20,KY,KY Town,Truck Driver,1 year,RENT,84800.0,579,2022-04-05
CUST0000200,Lucas,Jackson,M,1971-06-05,NJ,NJ Town,Nurse Practitioner,10+ years,MORTGAGE,95400.0,727,2023-07-01
CUST0000201,Charles,Morgan,F,1977-06-03,TX,Fort Worth,Mechanic,5 years,MORTGAGE,77100.0,753,2015-06-27
CUST0000202,Mia,Moore,M,1992-08-12,NY,New York,Sales Associate,1 year,MORTGAGE,70800.0,712,2023-10-26
CUST0000203,Matthew,Lee,M,1956-08-02,FL,Orlando,Truck Driver,10+ years,RENT,39000.0,727,2022-05-15
CUST0000204,Aisha,Flores,F,1966-11-08,NC,NC City,Financial Analyst,10+ years,RENT,45100.0,671,2023-07-07
CUST0000205,Daniel,Brown,M,1966-04-02,MS,MS Park,Paralegal,9 years,MORTGAGE,16000.0,641,2024-11-12
CUST0000206,Susan,Jackson,F,1964-03-17,MD,MD Park,Bank Teller,6 years,RENT,43900.0,745,2022-05-11
CUST0000207,Chen,Harris,F,1992-02-26,NY,New York,Electrician,< 1 year,RENT,32800.0,766,2017-01-04
CUST0000208,Lucas,Anderson,M,1996-08-13,CA,San Francisco,Plumber,5 years,MORTGAGE,28700.0,645,2020-12-21
CUST0000209,Susan,Morgan,M,2003-12-09,GA,GA Falls,Manager,10+ years,OWN,60400.0,725,2022-07-09
CUST0000210,Chen,Flores,M,1969-11-05,AZ,AZ Ville,Nurse Practitioner,3 years,OWN,45300.0,727,2015-09-01
CUST0000211,Susan,Williams,M,2001-04-25,IN,IN Park,Dental Hygienist,10+ years,RENT,87400.0,753,2021-04-10
CUST0000212,Kenji,Morgan,F,1976-11-08,NC,NC Town,Data Analyst,10+ years,RENT,94800.0,770,2015-05-16
CUST0000213,Aiden,Hernandez,M,1994-06-02,GA,GA Heights,Accountant,3 years,RENT,46900.0,652,2015-07-08
CUST0000214,Daniel,Martinez,M,1984-02-03,FL,Orlando,Sales Associate,5 years,RENT,45800.0,680,2015-07-19
CUST0000215,Olga,Nguyen,F,1971-04-11,TN,TN Heights,Teacher,< 1 year,RENT,46800.0,652,2025-04-25
CUST0000216,Susan,Jackson,F,1957-06-07,GA,GA Falls,Retired,10+ years,RENT,51700.0,658,2018-07-19
